"id","scope_kind","feature","domain","original_type","original_audience","original_priority","original_prototype_target","original_scenarios","description","personas","journeys","screens","permission_contract","edge_cases","verification_status","observed_run_evidence","required_evidence","acceptance_checks","related_ids","implementation_status","evidence_basis","historical_audit_status","historical_audit_limitation","competitor_evidence","source_refs","delivery_scope","reconciled_on"
"REP-008","baseline","Company branching-strategy profiles","Repository","New","Developers","P0","Functional-lite","S03;S04;S12","Provide company branching-strategy profiles for developers. Apply selected branch strategy and validate source/target/naming before creating a branch.","Developer","J03","SC08 || SC09","Developer with repository grant and branch policy; no production credential inheritance.","EC01 || EC02 || EC03 || EC11 || EC06 || EC04 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Apply selected branch strategy and validate source/target/naming before creating a branch. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC06, EC04, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-14, COR-012; these requirements supplement or correct this row.","SUP-14 || COR-012","working_locally_reported","E03 historical row reports Working locally: Saved branching strategy and base/working branches. No newer row-specific verification reviewed.","Working locally","Saved branching strategy and base/working branches.","not_applicable","E02 || E03#REP-008","committed_scope_not_completion","2026-09-25"
"REP-009","baseline","Protected-branch and CODEOWNERS detection","Repository","New","Developers","P0","Simulated","S03;S04;S12","Provide protected-branch and codeowners detection for developers. Fetch protected-branch/CODEOWNERS requirements; missing privileges block mutation rather than assume no policy.","Developer","J03","SC08 || SC09","Developer with repository grant and branch policy; no production credential inheritance.","EC01 || EC02 || EC03 || EC11 || EC06 || EC04 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Fetch protected-branch/CODEOWNERS requirements; missing privileges block mutation rather than assume no policy. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC06, EC04, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-14, COR-012; these requirements supplement or correct this row.","SUP-14 || COR-012","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#REP-009","committed_scope_not_completion","2026-09-25"
"REP-010","baseline","Compatibility and migration report","Repository","New","Developers","P1","Simulated","S10;S11","Provide compatibility and migration report for developers. Report compatibility, unsupported services and migration options without rewriting working code automatically.","Developer","J03","SC08 || SC09","Developer with repository grant and branch policy; no production credential inheritance.","EC01 || EC02 || EC03 || EC11 || EC06 || EC04 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Report compatibility, unsupported services and migration options without rewriting working code automatically. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC06, EC04, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-15, COR-002; these requirements supplement or correct this row.","SUP-15 || COR-002","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#REP-010","committed_scope_not_completion","2026-09-25"
"DEV-001","baseline","Dependency readiness inventory","Environment","New","Developers","P0","Functional-lite","S03-S14","Provide dependency readiness inventory for developers. Inventory runtime, dependencies, secrets and network access using actual capability checks.","Developer || Admin","J03 || J06","SC09 || SC16","Developer for granted nonproduction scopes; Admin for policy/secret grants.","EC01 || EC02 || EC03 || EC11 || EC07 || EC05 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Inventory runtime, dependencies, secrets and network access using actual capability checks. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC07, EC05, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-15, COR-002; these requirements supplement or correct this row.","SUP-15 || COR-002","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#DEV-001","committed_scope_not_completion","2026-09-25"
"DEV-002","baseline","Connect Provision Mock or Skip resolution","Environment","New","All","P0","Functional-lite","S03-S14","Provide connect provision mock or skip resolution for all. Resolve each missing dependency through Connect/Provision/Mock/Skip; required skipped items block readiness.","Developer || Admin","J03 || J06","SC09 || SC16","Developer for granted nonproduction scopes; Admin for policy/secret grants.","EC01 || EC02 || EC03 || EC11 || EC07 || EC05 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Resolve each missing dependency through Connect/Provision/Mock/Skip; required skipped items block readiness. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC07, EC05, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-15, COR-002; these requirements supplement or correct this row.","SUP-15 || COR-002","partial","E03 historical row reports Partial: Mock variable configuration only; provisioning not implemented. No newer row-specific verification reviewed.","Partial","Mock variable configuration only; provisioning not implemented.","not_applicable","E02 || E03#DEV-002","committed_scope_not_completion","2026-09-25"
"DEV-003","baseline","Encrypted environment and secret vault","Environment","Enhanced","Developers","P0","Simulated","S03-S14","Provide encrypted environment and secret vault for developers. Store encrypted server-side environment-scoped secrets; audit use without exposing values.","Developer || Admin","J03 || J06","SC09 || SC16","Developer for granted nonproduction scopes; Admin for policy/secret grants.","EC01 || EC02 || EC03 || EC11 || EC07 || EC05 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Store encrypted server-side environment-scoped secrets; audit use without exposing values. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC07, EC05, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-07, SUP-14, COR-001, COR-012; these requirements supplement or correct this row.","SUP-07 || SUP-14 || COR-001 || COR-012","partial","E04 explicitly reports no BYOK secret vault. Provider information/configured server credentials do not satisfy encrypted workspace key management.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#DEV-003 || E04","committed_scope_not_completion","2026-09-25"
"DEV-004","baseline","Secure dot-env import and variable classification","Environment","New","Developers","P0","Functional-lite","S03-S14","Provide secure dot-env import and variable classification for developers. Parse .env safely, classify secrets, preview destination and redact values from chat/logs/exports.","Developer || Admin","J03 || J06","SC09 || SC16","Developer for granted nonproduction scopes; Admin for policy/secret grants.","EC01 || EC02 || EC03 || EC11 || EC07 || EC05 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Parse .env safely, classify secrets, preview destination and redact values from chat/logs/exports. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC07, EC05, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#DEV-004","committed_scope_not_completion","2026-09-25"
"DEV-005","baseline","Development test staging and production scopes","Environment","New","Technical teams","P0","Simulated","S02-S14","Provide development test staging and production scopes for technical teams. Separate dev/test/staging/production credentials and data; switching environment never inherits production writes.","Developer || Admin","J03 || J06","SC09 || SC16","Developer for granted nonproduction scopes; Admin for policy/secret grants.","EC01 || EC02 || EC03 || EC11 || EC07 || EC05 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Separate dev/test/staging/production credentials and data; switching environment never inherits production writes. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC07, EC05, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-07, SUP-14, COR-012; these requirements supplement or correct this row.","SUP-07 || SUP-14 || COR-012","partial","E03 historical row reports Partial: Release target selection only; no scoped real environments. No newer row-specific verification reviewed.","Partial","Release target selection only; no scoped real environments.","not_applicable","E02 || E03#DEV-005","committed_scope_not_completion","2026-09-25"
"DEV-006","baseline","Contract-based service mock generation","Environment","New","Developers","P0","Simulated","S03;S04;S07","Provide contract-based service mock generation for developers. Generate contract-consistent mocks and label them in preview/test evidence; mocks cannot prove live integration.","Developer || Admin","J03 || J06","SC09 || SC16","Developer for granted nonproduction scopes; Admin for policy/secret grants.","EC01 || EC02 || EC03 || EC11 || EC07 || EC05 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Generate contract-consistent mocks and label them in preview/test evidence; mocks cannot prove live integration. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC07, EC05, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#DEV-006","committed_scope_not_completion","2026-09-25"
"DEV-007","baseline","Ephemeral database queue cache and storage provisioning","Environment","New","Developers","P1","Simulated","S03;S04;S08","Provide ephemeral database queue cache and storage provisioning for developers. Provision approved ephemeral services within free/included limits, then verify cleanup and quota failures.","Developer || Admin","J03 || J06","SC09 || SC16","Developer for granted nonproduction scopes; Admin for policy/secret grants.","EC01 || EC02 || EC03 || EC11 || EC07 || EC05 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Provision approved ephemeral services within free/included limits, then verify cleanup and quota failures. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC07, EC05, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#DEV-007","committed_scope_not_completion","2026-09-25"
"DEV-008","baseline","Full browser code editor and file tree","Workspace","Enhanced","Developers","P0","Functional-lite","S03-S12","Provide full browser code editor and file tree for developers. Edit actual files in a complete tree and save to a revision; preview and runtime consume that revision.","Developer","J03","SC08 || SC09","Developer with repository grant and branch policy; no production credential inheritance.","EC01 || EC02 || EC03 || EC11 || EC06 || EC04 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Edit actual files in a complete tree and save to a revision; preview and runtime consume that revision. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC06, EC04, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side.","","partial","E04 reports explicit cloud editor saves with revision conflicts and some browser-local state. Full source editing, autosave and distributed crash recovery remain partial.","Partial","Single editable source draft, not full IDE.","not_applicable","E02 || E03#DEV-008 || E04","committed_scope_not_completion","2026-09-25"
"DEV-009","baseline","Integrated terminal and task runner","Workspace","New","Developers","P0","Simulated","S03-S12","Provide integrated terminal and task runner for developers. Run commands in an authorized isolated environment and stream exit status; terminal text cannot stand in for execution.","Developer","J03","SC08 || SC09","Developer with repository grant and branch policy; no production credential inheritance.","EC01 || EC02 || EC03 || EC11 || EC06 || EC04 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Run commands in an authorized isolated environment and stream exit status; terminal text cannot stand in for execution. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC06, EC04, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#DEV-009","committed_scope_not_completion","2026-09-25"
"DEV-010","baseline","API explorer and request history","Workspace","New","Developers","P1","Functional-lite","S04;S07","Provide api explorer and request history for developers. Execute authorized API requests with redacted history and response details; prevent forbidden network destinations.","Developer","J03","SC08 || SC09","Developer with repository grant and branch policy; no production credential inheritance.","EC01 || EC02 || EC03 || EC11 || EC06 || EC04 || EC14","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Execute authorized API requests with redacted history and response details; prevent forbidden network destinations. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC06, EC04, EC14); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#DEV-010","committed_scope_not_completion","2026-09-25"
"AGT-001","baseline","Visual agent and workflow graph","Agents","Enhanced","All","P0","Functional-lite","S01;S09","Provide visual agent and workflow graph for all. Edit workflow topology and validate/save versions; delivery Bots and generated-app agents use separate scopes.","Individual || Developer || Admin","J08 || J03","SC13 || SC14 || SC04","Definition editor configures; run actor and every child stay within parent grant; human gates enforced.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Edit workflow topology and validate/save versions; delivery Bots and generated-app agents use separate scopes. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-11, COR-011, COR-012; these requirements supplement or correct this row.","SUP-11 || COR-011 || COR-012","working_locally_reported","E03 historical row reports Working locally: Interactive graph saved on this device. No newer row-specific verification reviewed.","Working locally","Interactive graph saved on this device.","not_applicable","E02 || E03#AGT-001","committed_scope_not_completion","2026-09-25"
"AGT-002","baseline","Lyzr LangGraph CrewAI OpenAI and custom framework adapters","Agents","New","Agent developers","P0","Simulated","S09;S10","Provide lyzr langgraph crewai openai and custom framework adapters for agent developers. Validate each supported adapter's capabilities and schema; Lyzr paths remain visibly simulated in current delivery.","Individual || Developer || Admin","J08 || J03","SC13 || SC14 || SC04","Definition editor configures; run actor and every child stay within parent grant; human gates enforced.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Validate each supported adapter's capabilities and schema; Lyzr paths remain visibly simulated in current delivery. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-11, COR-011, COR-012; these requirements supplement or correct this row.","SUP-11 || COR-011 || COR-012","partial","E03 historical row reports Partial: Framework selection stored; execution adapters absent. No newer row-specific verification reviewed.","Partial","Framework selection stored; execution adapters absent.","not_applicable","E02 || E03#AGT-002","committed_scope_not_completion","2026-09-25"
"AGT-003","baseline","Two-way visual and agent-code synchronization","Agents","New","Agent developers","P0","Simulated","S09","Provide two-way visual and agent-code synchronization for agent developers. Change visual graph and source in both directions with conflict detection; unsupported constructs remain visible.","Individual || Developer || Admin","J08 || J03","SC13 || SC14 || SC04","Definition editor configures; run actor and every child stay within parent grant; human gates enforced.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Change visual graph and source in both directions with conflict detection; unsupported constructs remain visible. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#AGT-003","committed_scope_not_completion","2026-09-25"
"AGT-004","baseline","Per-agent model tool memory knowledge and schema controls","Agents","Enhanced","Agent developers","P0","Functional-lite","S01;S09","Provide per-agent model tool memory knowledge and schema controls for agent developers. Configure each worker's model/tools/memory/knowledge/schemas and verify effective permissions.","Individual || Developer || Admin","J08 || J03","SC13 || SC14 || SC04","Definition editor configures; run actor and every child stay within parent grant; human gates enforced.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Configure each worker's model/tools/memory/knowledge/schemas and verify effective permissions. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-11, COR-011, COR-012; these requirements supplement or correct this row.","SUP-11 || COR-011 || COR-012","partial","E04 reports saved Bot instructions, mode selection and configuration; full per-Bot model/tool/memory/schema behavior remains unproven.","Partial","Per-node instructions and guardrails; missing model, tool, memory, schemas.","not_applicable","E02 || E03#AGT-004 || E04","committed_scope_not_completion","2026-09-25"
"AGT-005","baseline","Conditional loop parallel and human-approval workflow nodes","Agents","New","Agent developers","P0","Simulated","S09","Provide conditional loop parallel and human-approval workflow nodes for agent developers. Run conditional/loop/parallel/human-gate fixtures with termination limits and explicit joins.","Individual || Developer || Admin","J08 || J03","SC13 || SC14 || SC04","Definition editor configures; run actor and every child stay within parent grant; human gates enforced.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Run conditional/loop/parallel/human-gate fixtures with termination limits and explicit joins. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-11, COR-011, COR-012; these requirements supplement or correct this row.","SUP-11 || COR-011 || COR-012","partial","E04 reports approval-gated simulated Bot modes, pause/resume/cancel and failure/retry; no distributed runtime, durable general task queue or complete join/recovery proof.","Partial","Connected graph nodes and risk branch; graph is not executed.","not_applicable","E02 || E03#AGT-005 || E04","committed_scope_not_completion","2026-09-25"
"AGT-006","baseline","Model routing fallback latency and budget rules","Agents","New","Agent developers","P1","Simulated","S09;S16","Provide model routing fallback latency and budget rules for agent developers. Test allowlist/budget/latency routing and fallback; record actual provider and do not silently change billing source.","Individual || Developer || Admin","J08 || J03","SC13 || SC14 || SC04","Definition editor configures; run actor and every child stay within parent grant; human gates enforced.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Test allowlist/budget/latency routing and fallback; record actual provider and do not silently change billing source. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-10; these requirements supplement or correct this row.","SUP-10","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#AGT-006","committed_scope_not_completion","2026-09-25"
"AGT-007","baseline","Agent evaluation datasets scorers and thresholds","Agents","New","Agent and QA teams","P0","Simulated","S09;S13","Provide agent evaluation datasets scorers and thresholds for agent and qa teams. Evaluate versioned workflows on representative fixtures with threshold comparison and regression reports.","Individual || Developer || Admin","J08 || J03","SC13 || SC14 || SC04","Definition editor configures; run actor and every child stay within parent grant; human gates enforced.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Evaluate versioned workflows on representative fixtures with threshold comparison and regression reports. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-06, SUP-11, COR-011, COR-012; these requirements supplement or correct this row.","SUP-06 || SUP-11 || COR-011 || COR-012","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#AGT-007","committed_scope_not_completion","2026-09-25"
"AGT-008","baseline","Agent trace replay and step debugging","Agents","New","Agent developers","P0","Simulated","S05;S09;S16","Provide agent trace replay and step debugging for agent developers. Replay recorded step inputs/outputs with redaction; replay cannot repeat completed external mutations.","Individual || Developer || Admin","J08 || J03","SC13 || SC14 || SC04","Definition editor configures; run actor and every child stay within parent grant; human gates enforced.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Replay recorded step inputs/outputs with redaction; replay cannot repeat completed external mutations. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-06, SUP-11, COR-011, COR-012; these requirements supplement or correct this row.","SUP-06 || SUP-11 || COR-011 || COR-012","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#AGT-008","committed_scope_not_completion","2026-09-25"
"AGT-009","baseline","Prompt injection PII output and tool guardrails","Agents","Enhanced","Security teams","P0","Simulated","S09;S14","Provide prompt injection pii output and tool guardrails for security teams. Test malicious instructions, PII output and forbidden tool calls; server-side policy denies escalation.","Individual || Developer || Admin","J08 || J03","SC13 || SC14 || SC04","Definition editor configures; run actor and every child stay within parent grant; human gates enforced.","EC01 || EC02 || EC03 || EC11 || EC09 || EC10 || EC16","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Test malicious instructions, PII output and forbidden tool calls; server-side policy denies escalation. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC09, EC10, EC16); preserve drafts on recoverable failure and enforce the permission contract server-side.","","partial","E03 historical row reports Partial: Guardrail flags; not enforced in a running agent. No newer row-specific verification reviewed.","Partial","Guardrail flags; not enforced in a running agent.","not_applicable","E02 || E03#AGT-009","committed_scope_not_completion","2026-09-25"
"DAT-001","baseline","Managed database provisioning and explorer","Data","Enhanced","All","P0","Functional-lite","S01;S08","Provide managed database provisioning and explorer for all. Provision and inspect a real generated-app database; distinguish it from Kova metadata storage and sample data.","Developer || QA || Admin","J13 || J03","SC10","Granted developer role; separate migration approver for destructive impact.","EC01 || EC02 || EC03 || EC11 || EC13 || EC07","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Provision and inspect a real generated-app database; distinguish it from Kova metadata storage and sample data. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC13, EC07); preserve drafts on recoverable failure and enforce the permission contract server-side.","","partial","E03 historical row reports Partial: Local data browser only; no managed provisioning. No newer row-specific verification reviewed.","Partial","Local data browser only; no managed provisioning.","not_applicable","E02 || E03#DAT-001","committed_scope_not_completion","2026-09-25"
"DAT-002","baseline","Editable schema and relationship designer","Data","New","Developers","P0","Simulated","S08","Provide editable schema and relationship designer for developers. Edit schema/relations as a proposed migration with validation and explicit approval before application.","Developer || QA || Admin","J13 || J03","SC10","Granted developer role; separate migration approver for destructive impact.","EC01 || EC02 || EC03 || EC11 || EC13 || EC07","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Edit schema/relations as a proposed migration with validation and explicit approval before application. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC13, EC07); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#DAT-002","committed_scope_not_completion","2026-09-25"
"DAT-003","baseline","SQL console query history and saved queries","Data","New","Developers","P1","Simulated","S08","Provide sql console query history and saved queries for developers. Execute scoped SQL and save redacted query history; unauthorized/destructive queries are denied.","Developer || QA || Admin","J13 || J03","SC10","Granted developer role; separate migration approver for destructive impact.","EC01 || EC02 || EC03 || EC11 || EC13 || EC07","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Execute scoped SQL and save redacted query history; unauthorized/destructive queries are denied. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC13, EC07); preserve drafts on recoverable failure and enforce the permission contract server-side.","","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#DAT-003","committed_scope_not_completion","2026-09-25"
"DAT-004","baseline","Migration generation preview approval and rollback","Data","New","Developers","P0","Simulated","S07;S08","Provide migration generation preview approval and rollback for developers. Preview migration impact, require separate approval, test recovery/forward-fix and never promise universal rollback.","Developer || QA || Admin","J13 || J03","SC10","Granted developer role; separate migration approver for destructive impact.","EC01 || EC02 || EC03 || EC11 || EC13 || EC07","not_verified_in_this_pass","No new application or integration run performed in this documentation pass.","Record implementation revision, environment, actor/role/workspace, inputs, actual execution mode, expected/actual outcome, dated raw result and artifact links; execute listed EC cases. A screenshot or source code alone is insufficient.","Preview migration impact, require separate approval, test recovery/forward-fix and never promise universal rollback. || Exercise the linked edge cases (EC01, EC02, EC03, EC11, EC13, EC07); preserve drafts on recoverable failure and enforce the permission contract server-side. || Apply expanded acceptance in SUP-07; these requirements supplement or correct this row.","SUP-07","pending","E03 historical row reports Pending: No verified implementation in this revision. No newer row-specific verification reviewed.","Pending","No verified implementation in this revision.","not_applicable","E02 || E03#DAT-004","committed_scope_not_completion","2026-09-25"
